sample_number,sample_maxima,seed
76,2.780217709541315,2
77,2.622942906089717,2
78,2.7864398974024107,2
79,3.1147659913560846,2
80,3.302940174060114,2
81,2.7326147445635,2
82,2.9530704714224223,2
83,4.103996107989101,2
84,3.4160855499433485,2
85,3.633170144657451,2
86,4.470900936536968,2
87,2.904969672948339,2
88,3.0348844061689286,2
89,2.830316533657573,2
90,2.728382921149944,2
91,3.12411384855882,2
92,3.168054928505676,2
93,3.740653965770256,2
94,2.8030364510486536,2
95,3.1564875146337656,2
96,3.045837470802529,2
97,3.269302243258371,2
98,3.4161182485683677,2
99,3.312357350819953,2
100,2.8745102859512683,2
1,3.5192990649636364,3
2,3.084000488017777,3
3,3.458551279303162,3
4,3.2221342531897887,3
5,2.8974656912386942,3
6,3.069557202200349,3
7,3.8907457314083587,3
8,3.353905993748313,3
9,2.7697132830211535,3
10,3.5480167552044297,3
11,3.247508454353343,3
12,3.474294904357884,3
13,2.8363646569088883,3
14,3.507131243131895,3
15,3.5541242905823465,3
16,4.088422050612918,3
17,3.183714737377397,3
18,3.013817678094623,3
19,3.517389132364541,3
20,3.433988826397066,3
21,3.3671040918293516,3
22,3.1733519756151543,3
23,3.1373807891660626,3
24,2.9835711697776928,3
25,3.5402893116884564,3
26,3.5656793836116107,3
27,3.2634113916651435,3
28,3.1594387282794467,3
29,3.0409755402467327,3
30,3.335540717315352,3
31,4.40441184389447,3
32,3.6171312617300395,3
33,3.3757897232899565,3
34,3.1598244052870657,3
35,3.02745360887522,3
36,3.3545934995065245,3
37,2.913934406521805,3
38,3.257098184822563,3
39,2.9447277762411836,3
40,3.2750658914616113,3
41,3.196716349917013,3
42,2.619289895565184,3
43,3.1734631045329196,3
44,3.0904061733665626,3
45,3.0661188907181343,3
46,3.135838690442108,3
47,3.2361956957202156,3
48,3.0565387027130613,3
49,3.58326758619955,3
50,3.0165411908405884,3
51,2.797663805825952,3
52,3.6214661206327867,3
53,3.318391969246086,3
54,3.117369982830443,3
55,3.430591060509728,3
56,3.4862915836129345,3
57,2.904836522840018,3
58,3.1142256145425686,3
59,3.0909061056404306,3
60,3.259662266479513,3
61,3.5586572035773054,3
62,3.376295335295033,3
63,3.210932610715477,3
64,2.9422868528879347,3
65,3.2081592818867257,3
66,3.279845626314252,3
67,3.5004513651276032,3
68,2.8193306408080914,3
69,3.4431102778506038,3
70,2.994370599557051,3
71,3.5743669333509622,3
72,3.0393111490562283,3
73,3.326255889790708,3
74,4.418285671839941,3
75,3.0589074624209025,3
76,3.586417985334554,3
77,3.4214697865992756,3
78,3.4005606686191685,3
79,3.7861019845917956,3
80,3.188480535528672,3
81,3.0821344324293483,3
82,3.6160667841085066,3
83,3.1168127480243277,3
84,3.7118179071615063,3
85,3.7613671202039187,3
86,3.5786284323966027,3
87,3.2998144298719487,3
88,2.851175444015397,3
89,2.912238379231063,3
90,2.862640180241196,3
91,3.0234899360746676,3
92,3.2736503792009612,3
93,3.176713729703883,3
94,3.2590239886127406,3
95,3.402313541601253,3
96,3.3535303059731887,3
97,2.765984712145511,3
98,3.6444904037573638,3
99,2.7544066462700085,3
100,3.2197100088344226,3
1,3.1741867451185795,4
2,2.853485300964884,4
3,3.408655561011507,4
4,2.966991403602961,4
5,3.2369772023075205,4
6,2.9888030368776044,4
7,2.684796605768355,4
8,2.7865268264195597,4
9,3.24336856628499,4
10,3.3329184610326674,4
11,2.9517864615955984,4
12,4.0495128094671315,4
13,3.6500907424598545,4
14,3.0286949463840145,4
15,3.2441526292703102,4
16,3.743217774936457,4
17,3.483480390605981,4
18,3.0287400999549665,4
19,2.86613767868192,4
20,3.169313339202642,4
21,3.0378872375059105,4
22,4.045131417140666,4
23,3.48846203156199,4
24,2.991769410783604,4
25,2.92664413920036,4
26,3.2046067825380655,4
27,3.1658965587008567,4
28,3.0030397033811664,4
29,3.0936492699170604,4
30,3.031119859924023,4
31,2.9203870470120425,4
32,3.1553359578499394,4
33,2.8189246064692677,4
34,2.7760949960895847,4
35,2.6239391290704033,4
36,2.9877252825733978,4
37,3.211543309271535,4
38,3.4035320709503396,4
39,3.3548024772557814,4
40,3.3315280138573695,4
41,3.1255338531264445,4
42,3.179675534948422,4
43,3.695858733362539,4
44,3.6114992138132873,4
45,3.1351661697773623,4
46,3.1556492457919747,4
47,3.4510313597847744,4
48,3.379884066348075,4
49,3.179679284756726,4
50,2.981178378448327,4
51,3.0886548330444312,4
52,2.939207437658964,4
53,2.635993777381104,4
54,3.2902552966735743,4
55,3.3736433029566966,4
56,3.300979143008246,4
57,3.277987236789911,4
58,3.4416355851616274,4
59,3.1651650302909147,4
60,2.9268373053357006,4
61,3.153792979327728,4
62,3.416484587815528,4
63,2.95162022454104,4
64,2.843458810614527,4
65,3.090019660344396,4
66,4.318246913672202,4
67,2.8950948699534758,4
68,3.4859007321975763,4
69,2.8743022901810544,4
70,3.2370354217654116,4
71,3.1827351917654987,4
72,3.0139460073396322,4
73,3.1241170006825136,4
74,3.2801024539249157,4
75,3.2822348342546115,4
76,3.1061205425614946,4
77,2.6829614711199303,4
78,2.942153441820984,4
79,3.4017393793509996,4
80,3.3072699138232378,4
81,3.3185982771877307,4
82,3.0510343993537052,4
83,3.432365727056103,4
84,3.31533127864364,4
85,3.444203704031535,4
86,3.3753016023954463,4
87,3.2767996748458015,4
88,2.7488487653676574,4
89,3.231697378665378,4
90,2.7638404637385916,4
91,3.483519881627867,4
92,2.908443905162788,4
93,3.21416554271308,4
94,3.7617176552591904,4
95,3.086869530826766,4
96,2.9258348436320647,4
97,2.8827062806383186,4
98,3.1453598008903842,4
99,3.0029717526142736,4
100,3.224133115083671,4
1,3.4018720316696807,5
2,2.8731333409755004,5
3,3.6035454600542334,5
4,3.1015549595066303,5
5,3.512322242427354,5
6,3.019839911465044,5
7,2.9883605523910775,5
8,3.489996366269284,5
9,3.125179260824154,5
10,3.2513345445789423,5
11,2.9587441827350265,5
12,3.0878628161043666,5
13,2.71175541027404,5
14,3.0403167270993356,5
15,2.799569510823516,5
16,2.9667620997729984,5
17,3.336280011695668,5
18,3.5240688536806406,5
19,3.460138940869044,5
20,2.7427432814989516,5
21,3.8417546341599476,5
22,3.3286440482006494,5
23,3.483331597793868,5
24,3.8689504425774532,5
25,4.0283652308612075,5
26,3.4382567201008984,5
27,3.3563322480417956,5
28,2.9766195632670946,5
29,3.4656176919197272,5
30,3.1263370200950833,5
31,3.035912325718308,5
32,3.0196265637733832,5
33,3.207491233631642,5
34,3.6982367996606564,5
35,3.1348743839076567,5
36,2.819570724932446,5
37,3.205936894555154,5
38,3.2671656400268474,5
39,3.70443667310457,5
40,3.2877083327512895,5
41,3.451607759938787,5
42,2.888818240882432,5
43,3.074680753843243,5
44,3.122671439442784,5
45,3.1714116435320014,5
46,3.12170568835532,5
47,3.358214616354401,5
48,3.8293314022787968,5
49,3.4867131204442887,5
50,3.162502242928713,5
51,3.2589476680172615,5
52,3.3828513686967976,5
53,3.911020564268475,5
54,3.4196081981003856,5
55,3.2044729783393895,5
56,2.932675666124281,5
57,3.239475272913601,5
58,3.1726691583580244,5
59,3.8880561446946746,5
60,2.7363803866429977,5
61,3.4862688125312302,5
62,3.264216730941328,5
63,3.533866343816275,5
64,3.7446365802100843,5
65,2.773691730587122,5
66,3.1729899714355105,5
67,3.2337984123200627,5
68,3.2074675808213162,5
69,3.201741250450004,5
70,3.6298193267611683,5
71,2.834289671577801,5
72,3.2771743937439197,5
73,2.962461250575922,5
74,3.27141494556564,5
75,3.243641471960341,5
76,3.1151747805719476,5
77,3.5818222705966454,5
78,3.270540269552017,5
79,4.191043821999744,5
80,2.9271056042708468,5
81,3.1985891625154093,5
82,3.3037081620025086,5
83,2.7487588699519594,5
84,3.0435281608014266,5
85,2.9902875939713214,5
86,3.26762646368051,5
87,3.1482057554389717,5
88,3.4146432194503156,5
89,3.413246419821031,5
90,2.930675260167994,5
91,3.760782003945449,5
92,3.7366693644053655,5
93,2.9778613729710877,5
94,3.5144623157727337,5
95,3.3608993144270096,5
96,3.4160034092016422,5
97,3.9603385408682703,5
98,2.93864884862605,5
99,2.7664787550043455,5
100,3.277115047911642,5
1,3.2377545374893204,6
2,3.3787847050438855,6
3,3.741551407947194,6
4,2.980329597504425,6
5,3.1436474414541014,6
6,2.9981472741271236,6
7,3.177789206194188,6
8,4.402681544697945,6
9,3.3423712236720613,6
10,3.211375599180879,6
11,2.8699559467588407,6
12,3.529392584184735,6
13,2.7758691866411915,6
14,3.3047384405116325,6
15,3.0588935280153753,6
16,3.2837922385314235,6
17,3.0877312640987085,6
18,3.24118096904192,6
19,3.175606070034891,6
20,3.2534017799136254,6
21,3.1194466397839675,6
22,3.2719142374422083,6
23,4.124598798015081,6
24,2.9110291211880455,6
25,2.9214728608846103,6
26,3.895324748980278,6
27,2.9367599261111987,6
28,3.15207386740202,6
29,3.8825402755632106,6
30,3.294299899096077,6
31,3.330684494966338,6
32,2.8525097665071364,6
33,3.3390454883132032,6
34,3.1762463501466467,6
35,2.99070132427962,6
36,3.2100329196692896,6
37,3.373805884834051,6
38,2.9673066466378684,6
39,3.2891246327220145,6
40,3.0090844165956923,6
41,3.138970494241871,6
42,3.5592159958443865,6
43,3.780844724156701,6
44,3.5522850238728676,6
45,3.090635962779508,6
46,3.3623919448076873,6
47,3.6537974348029247,6
48,2.855128139131995,6
49,3.2762885263740174,6
50,3.7508336092094265,6
51,2.8246494910918574,6
52,3.3238198684654052,6
53,2.889952696650742,6
54,3.2896229648563873,6
55,3.232364109897819,6
56,3.3441999916494294,6
57,3.6716475581962253,6
58,3.2906415299684486,6
59,3.4911101538789127,6
60,3.544861206035054,6
61,2.958525440299431,6
62,2.862008413364661,6
63,2.793921427576165,6
64,3.1593923238638086,6
65,3.7658176525518043,6
66,3.2661053093639887,6
67,3.7638609247888803,6
68,2.591415741403123,6
69,3.0943499831406593,6
70,3.0463957335491036,6
71,3.2990568360059007,6
72,2.9680533506691487,6
73,3.5717214276500786,6
74,2.6049997043618456,6
75,3.134720842643982,6
76,2.971855988819104,6
77,3.902274075278886,6
78,3.043203428568278,6
79,3.7168167348359096,6
80,2.95935540753057,6
81,3.0729902683351304,6
82,3.294908679472973,6
83,3.236746998817182,6
84,4.06106300017257,6
85,3.457952887275205,6
86,2.9310441835135275,6
87,3.944149847911368,6
88,3.9984720583723456,6
89,3.543344295723156,6
90,3.4602353799587435,6
91,2.876175669465984,6
92,3.4601762001438288,6
93,3.905436368933611,6
94,3.114148010526667,6
95,3.1543796558118085,6
96,3.0014748488961813,6
97,3.533994469030498,6
98,3.313263749391875,6
99,3.0596550534784916,6
100,3.2020677029342943,6
1,2.9669187313081635,7
2,3.4969404333026772,7
3,2.9260341773007785,7
4,2.84490706740854,7
5,3.457616406672084,7
6,3.003136360960152,7
7,3.7918242619681415,7
8,3.258165819818812,7
9,2.9188731433907185,7
10,2.847997238718751,7
11,3.074520764785942,7
12,2.9444703574727837,7
13,3.5049113190232664,7
14,3.6467364787564103,7
15,3.2620028069410116,7
16,3.2776414030082623,7
17,3.128565616328094,7
18,2.875459435485975,7
19,2.9764667095073833,7
20,3.1058867515565414,7
21,3.3494821229827654,7
22,2.841475201505603,7
23,3.054294284334425,7
24,2.9105912581952333,7
25,2.6226898819605915,7
26,3.264729783281294,7
27,2.924160308337244,7
28,2.9956114615132607,7
29,3.11254920106958,7
30,3.1461273479817473,7
31,3.5106465832406997,7
32,2.958483237382523,7
33,4.187713496396705,7
34,3.4899268082899897,7
35,2.9329514832743686,7
36,3.0831580340785667,7
37,2.951028070796048,7
38,3.0526176992944767,7
39,3.30615516318896,7
40,3.1351810307971864,7
41,4.061981282313077,7
42,3.1777079137204227,7
43,2.8778616857747084,7
44,3.0348035758751912,7
45,2.9271297405440504,7
46,3.4288622462903486,7
47,3.0768022158354893,7
48,3.8839221755672813,7
49,3.433368470290902,7
50,2.708083960474605,7
51,3.0794272020262583,7
52,2.60809578544682,7
53,2.9167655043383323,7
54,2.997077387175442,7
55,2.9893006710495036,7
56,3.035979406287213,7
57,3.1459410564554875,7
58,3.335272001532483,7
59,3.298845320869304,7
60,2.6654112844892612,7
61,3.146712236973993,7
62,3.4246696879472567,7
63,3.4294081479693235,7
64,3.9435842207982876,7
65,2.9011253301087967,7
66,2.7285311053410686,7
67,3.2482898786577925,7
68,2.7542720488660235,7
69,3.8298457904719623,7
70,2.783014950007208,7
71,2.8324676393263335,7
72,2.7929185114210977,7
73,3.9415086341960572,7
74,3.3438930854489066,7
75,2.6782448578397293,7
76,3.0173228537287553,7
77,2.8403425182104183,7
78,3.693086994559105,7
79,3.113896912375335,7
80,3.260795670726096,7
81,3.534278879811991,7
82,3.714939493790555,7
83,3.5436670276215403,7
84,3.4025019818216085,7
85,3.0002153916494736,7
86,3.1438253419044027,7
87,3.1176508164829904,7
88,3.9911832143250905,7
89,3.012085370015503,7
90,3.3256758324441162,7
91,3.236003582726637,7
92,2.925120626902866,7
93,3.530024604303666,7
94,3.0649437387562997,7
95,2.9464176103093416,7
96,3.089713784442041,7
97,3.134227152493015,7
98,2.8060976636530657,7
99,3.153129821667468,7
100,2.7330389922669034,7
1,2.978035548291232,8
2,3.395689931929872,8
3,3.75333379907427,8
4,3.2979823663617616,8
5,2.9749805911987863,8
6,3.848126244189975,8
7,2.7536693898807707,8
8,3.642777801330134,8
9,3.797554376801492,8
10,3.1692819718911203,8
11,3.2250215486411054,8
12,3.2426449907981247,8
13,3.436580489014565,8
14,3.08432325233149,8
15,3.5774253630448736,8
16,3.795346436606766,8
17,3.0776339912338417,8
18,3.33721147847179,8
19,3.205801150150694,8
20,3.4275650475241344,8
21,3.380649041555033,8
22,3.7412254567341825,8
23,3.0322639064027688,8
24,3.287685554599728,8
25,3.719879581280451,8
26,3.1140241786244065,8
27,3.4397582864637517,8
28,3.2727455776713956,8
29,3.6438036299835956,8
30,3.3928499809898027,8
31,3.4530919655362955,8
32,3.160200500077766,8
33,3.1341735087009974,8
34,3.286944169973534,8
35,2.8899485450610487,8
36,2.9983837014775334,8
37,3.1584504788235654,8
38,3.019989191951007,8
39,3.2894288104201177,8
40,2.9201074136899,8
41,3.118832723065741,8
42,3.0499751911825124,8
43,3.4193148628426875,8
44,3.689590273955372,8
45,3.8995100100096236,8
46,3.55884336428546,8
47,3.191716774288773,8
48,3.3299798742570323,8
49,2.7884925934442566,8
50,2.986373437721704,8
51,3.19356063439985,8
52,3.3176295510597216,8
53,3.1192229088011056,8
54,3.198935146449304,8
55,3.1878672947851023,8
56,3.2296939136717904,8
57,2.752865287117131,8
58,3.2919183436579873,8
59,2.8359066979477436,8
60,3.5519499426471297,8
61,2.7517513124523623,8
62,3.28559640087115,8
63,3.560558620163388,8
64,3.079355225560486,8
65,3.6681919490583597,8
66,3.324157540702855,8
67,2.650426076586601,8
68,3.5196227597642444,8
69,3.8413055131240323,8
70,3.2795842295321167,8
71,3.1868244421228473,8
72,3.5564799529096387,8
73,3.200130696757342,8
74,3.9364603533115883,8
75,3.3098918446841923,8
76,3.3626442347354115,8
77,3.12536527240744,8
78,3.686803381186287,8
79,3.5156802600123473,8
80,3.530606089665673,8
81,3.2496062753316592,8
82,3.3806332309307967,8
83,2.7932051823674526,8
84,3.1704902664023527,8
85,3.1258470463195267,8
86,3.4399652915863825,8
87,3.489240955669292,8
88,3.058735135886886,8
89,3.2855010349839247,8
90,3.225872811159781,8
91,2.865029467680167,8
92,3.071637603691366,8
93,2.909299119386614,8
94,3.2747543411803655,8
95,2.8377380829671375,8
96,3.1317949073241493,8
97,3.0714674480490163,8
98,3.458333500048055,8
99,2.9601109534019034,8
100,3.2839852622806145,8
1,2.7625289299496325,9
2,3.1735769275256183,9
3,3.398459303870753,9
4,3.1431029442533234,9
5,3.411917642333589,9
6,3.3011089414371355,9
7,3.793332617654245,9
8,3.5101402949313854,9
9,3.2192881514752942,9
10,3.154099183897266,9
11,3.56256607135276,9
12,3.5202617628235973,9
13,3.3161360844557013,9
14,3.5007780026597426,9
15,3.386292976483397,9
16,2.8521946078844227,9
17,3.0043226377506027,9
18,3.208270455595925,9
19,2.992641344873674,9
20,3.3122289182128744,9
21,3.155527906795604,9
22,3.365982501394329,9
23,3.731420332397639,9
24,3.3295348126114437,9
25,2.8534970974133937,9
26,3.456561949897904,9
27,3.2135871771642592,9
28,2.970681784839003,9
29,2.9467418487787476,9
30,3.3726535650785925,9
31,3.0651256154580557,9
32,3.264932018953852,9
33,2.9515509089295047,9
34,2.8789944786562427,9
35,3.5441547827684445,9
36,3.0484993784155026,9
37,3.6132872987334665,9
38,2.602683978564281,9
39,3.1900799000720053,9
40,3.413409487313512,9
41,3.832304877697653,9
42,3.4398962782790194,9
43,2.871624694776514,9
44,4.329109620164758,9
45,3.128287674265613,9
46,3.18139052854174,9
47,2.85148179665245,9
48,3.2699481438536138,9
49,3.2713978089033815,9
50,3.281927928977413,9
51,3.232093085512139,9
52,2.872125386862887,9
53,3.5010467018027494,9
54,3.1481510636216745,9
55,3.430089000687688,9
56,4.315831821720333,9
57,2.968610658621211,9
58,2.9179262955322804,9
59,3.375947818096643,9
60,3.161772274757722,9
61,3.4738327740821817,9
62,3.7546700971367,9
63,3.3303195848082496,9
64,2.948624522542265,9
65,3.1410923613432122,9
66,3.1961990619345584,9
67,3.1440613902897683,9
68,3.432904636418625,9
69,3.616451064575622,9
70,2.90392911970833,9
71,3.3274015616671675,9
72,3.578152222185913,9
73,3.3457808016598816,9
74,3.157162903739546,9
75,3.6048348748201957,9
76,3.0171300127090093,9
77,3.439265543238488,9
78,3.1155439665001428,9
79,3.235722232462954,9
80,2.928006917528581,9
81,3.0730354655711207,9
82,2.985610454637823,9
83,3.5796339688350605,9
84,3.435629577663757,9
85,2.9934840506649145,9
86,3.455715000993546,9
87,3.151135364313927,9
88,3.434126019264435,9
89,3.1427190387835235,9
90,3.227996795278077,9
91,3.1323621724633854,9
92,2.9094527372966916,9
93,3.9588924274676485,9
94,2.56743443274235,9
95,3.5230719000045347,9
96,3.0825286931828,9
97,3.118444479150618,9
98,3.4561748968195602,9
99,2.952054654082791,9
100,2.77908809062522,9
1,3.541140277625768,10
2,3.81258033587609,10
3,3.6667709945202227,10
4,3.696978176779491,10
5,2.989967396165227,10
6,3.0230945529544586,10
7,3.060896649156164,10
8,3.7019479215814437,10
9,3.0930046798520805,10
10,3.2358327699893663,10
11,3.346507784817587,10
12,3.210114135520555,10
13,3.5412916198065845,10
14,3.082788263091548,10
15,2.8524953101779813,10
16,3.49866477728541,10
17,3.5409579998346055,10
18,3.559847995191863,10
19,3.1860103770576624,10
20,3.3557289852169694,10
21,4.101319145472138,10
22,3.3329206405170373,10
23,2.9020774714288335,10
24,3.6906747687305135,10
25,2.8548410522490935,10
26,3.996215617944696,10
27,3.358910934932566,10
28,3.707423465379273,10
29,3.533173495219266,10
30,3.4640107479349256,10
31,3.1245811472080294,10
32,2.929173303773472,10
33,3.3904006911567293,10
34,3.0105243196632,10
35,2.928076437413655,10
36,3.9723071160329977,10
37,2.622347261798243,10
38,3.1546285103899154,10
39,3.000963873808809,10
40,2.7409431489389724,10
41,2.8867142810484054,10
42,3.7529113313260263,10
43,3.059267549278808,10
44,3.053052888715541,10
45,3.3859195646907407,10
46,3.739910967444659,10
47,3.1844402887945806,10
48,3.4170505350768376,10
49,2.6922032429141174,10
50,3.2206105292125304,10
51,2.995466782298935,10
52,3.05204006229006,10
53,4.468275411123166,10
54,2.9971028241721833,10
55,3.2728855891032302,10
56,3.7148048685827875,10
57,3.0772828985979443,10
58,2.8238185422664324,10
59,3.291897356173434,10
60,3.105276086958733,10
61,3.5852782168892343,10
62,3.383342445531435,10
63,3.126901494905192,10
64,3.041720490259293,10
65,2.6543160165866646,10
66,3.49641713212081,10
67,3.595168226295572,10
68,2.7479432705410214,10
69,3.372722515412966,10
70,2.9928446901261747,10
71,2.758475175154164,10
72,2.7602874612196016,10
73,3.6927778961859477,10
74,2.804603032580745,10
75,3.449775465010501,10
76,3.1693335549139716,10
77,3.0522247569560697,10
78,3.4647728405001694,10
79,3.1686503647351176,10
80,2.954987947783681,10
81,3.3493550938513046,10
82,3.6793529454169303,10
83,2.897731485155682,10
84,3.269131034806098,10
85,4.0983497922202785,10
86,3.4649393595808498,10
87,3.925828329834781,10
88,3.393737363258327,10
89,3.2779952852651464,10
90,2.93050552138453,10
91,3.1186736925645056,10
92,3.129725484778027,10
93,2.9898415109494807,10
94,3.331800290600761,10
95,3.840736625106121,10
96,3.595192299394658,10
97,3.636580142749149,10
98,2.9164977413005198,10
99,3.664755768950841,10
100,2.837017501372475,10
1,3.699685561155601,11
2,3.1647217911877474,11
3,3.014180820090695,11
4,2.9838264074142304,11
5,2.8341106148659745,11
6,3.5078504059525932,11
7,3.4565210317254653,11
8,3.479041318163267,11
9,3.2348413005944794,11
10,3.0334625319187354,11
11,3.0337544136524515,11
12,2.790795071430008,11
13,3.471835202927139,11
14,3.2613357514516395,11
15,3.1709009963335433,11
16,3.1792181291827863,11
17,2.674503714448577,11
18,3.7333653137438336,11
19,3.345901262533256,11
20,2.7864427378667203,11
21,2.946964112608047,11
22,3.564334519803675,11
23,3.007493703319388,11
24,3.2283214033109697,11
25,3.06551941461306,11
26,3.4063704258235217,11
27,3.2292396347693044,11
28,2.8856931181248857,11
29,3.4919964919861735,11
30,3.5192130931848955,11
31,2.8033184850328343,11
32,2.826257185487424,11
33,3.625865332075296,11
34,3.080151090771164,11
35,3.2736312005141652,11
36,3.281333768409838,11
37,2.782758001413488,11
38,3.497031596626323,11
39,3.0177791216685854,11
40,3.5995163284013474,11
41,3.1987926210893676,11
42,2.961810117602326,11
43,3.740490214245503,11
44,4.2284774462795705,11
45,3.4386521931983856,11
46,3.717829837945871,11
47,3.6791318897753356,11
48,3.0946977836235243,11
49,2.7453409449163337,11
50,3.3581898892943904,11
51,2.994700851402331,11
52,2.974404678200939,11
53,3.3603917564579002,11
54,2.819775856432951,11
55,3.1455185987338274,11
56,3.6841251347623807,11
57,3.3545770609087118,11
58,3.4761743533214657,11
59,2.7061274150906547,11
60,3.877844516757569,11
61,3.4096909368525257,11
62,3.5681714271935636,11
63,2.9570797022711566,11
64,3.0736617577414447,11
65,3.2150194221967565,11
66,3.1387076703095667,11
67,2.994924308999572,11
68,2.908326969565305,11
69,3.881902855065205,11
70,3.3471928233135926,11
71,3.1045264395104706,11
72,3.586858769558284,11
73,3.111819780365279,11
74,3.047987775669665,11
75,2.893211173449939,11
76,2.8849145203303723,11
77,3.558027351725648,11
78,3.1018497764162607,11
79,3.099049431272004,11
80,3.3788978203049034,11
81,3.2639514508306036,11
82,3.332889924982077,11
83,3.288296375334678,11
84,3.157028662990177,11
85,3.264058330647254,11
86,3.351575299093633,11
87,3.170039296745482,11
88,3.0252382157181947,11
89,3.118791027235091,11
90,2.991132627493135,11
91,2.8931842425148275,11
92,3.238565558321,11
93,3.21446376178977,11
94,2.991924083166564,11
95,2.8957250106009518,11
96,3.303804528898296,11
97,2.7857486538029366,11
98,3.4570264178526613,11
99,3.6538899055350695,11
100,3.02882754471415,11
1,3.107237313397966,12
2,3.192117469282584,12
3,2.9746033520493174,12
4,3.273174660692981,12
5,3.0190540539629085,12
6,3.248471522519818,12
7,2.582744222643401,12
8,2.6665441068485314,12
9,3.3283305075710503,12
10,3.2606891056083884,12
11,3.2824700611906383,12
12,3.2091272821977515,12
